ID,Rock,Origin,Transplant,Length,SA,Protein,Volume,CaCO3,Lipids,BW,Pct SA,Pct Protein,Pct Volume,Pct Lipids,Pct BW,PARQ3,TempQ3
FS01,SR1,Flat,Deep,0.9,5.170789194,6.715309376,1.95578162,2.885278947,2.833333333,1.871,22.24799075,15.54624031,50.07249596,31.77290837,79.54931973,321,25.7
FS02,SR3,Flat,Deep,-0.7,-2.096897009,6.472281487,0.687223065,2.2561,1.166666667,1.463,-9.022171186,14.98361992,17.59448692,86.75298805,67.76285317,321,25.7
FS04,SR5,Flat,Deep,-0.3,6.636580009,3.917168606,0.343638845,2.476621053,2.5,1.606,28.55474573,9.068419793,8.797942727,112.3007968,80.54162487,321,25.7
FS05,SR5,Flat,Deep,-2.9,-1.252472579,-18.96901997,-0.522631814,1.252189474,,0.812,-5.388925621,-43.91412612,-13.38057334,NA,47.18187101,321,25.7
FS06,SR5,Flat,Deep,-0.7,-3.13399322,-3.614836707,0.671440701,2.055626316,1.833333333,1.333,-13.48441206,-8.368507981,17.19042222,37.15139442,61.25919118,321,25.7
FS07,SR4,Flat,Deep,1.7,2.720471816,15.96763341,1.503479516,3.374126316,3.166666667,2.188,11.70518262,36.96578255,38.49252453,86.75298805,111.6896376,321,25.7
FS08,SR2,Flat,Deep,-0.4,8.656989216,20.53204244,1.412803549,2.7835,5.833333333,1.805,37.24781823,47.53259276,36.17101177,173.8545817,85.91147073,321,25.7
FS09,SR1,Flat,Deep,0,5.659136206,19.46962544,1.040505464,2.294652632,2.5,1.488,24.34916707,45.07305008,26.63932677,112.3007968,66.01597161,321,25.7
FS10,SR4,Flat,Deep,2,11.01069478,52.95302518,2.853663716,3.787410526,0.166666667,2.456,47.37494152,122.5886118,73.06033733,64.34262948,77.01473816,321,25.7
FS12,SR5,Flat,Deep,0.6,9.72482385,9.318231023,1.417626457,2.566063158,0.833333333,1.664,41.84231516,21.57211985,36.2944893,75.69721116,63.03030303,321,25.7
FS13,SR5,Flat,Deep,1.8,5.485268425,29.84545546,1.670572013,3.1351,-3.166666667,2.033,23.60107841,69.0935587,42.77047576,-40.23904382,95.13336453,321,25.7
FS14,SR2,Flat,Deep,-0.6,4.918813888,24.46564138,0.851850965,2.240678947,-1.166666667,1.453,21.16383434,56.6390495,21.80933882,37.15139442,69.2564347,321,25.7
