Date,Time,RFPAR2H,RSPAR2h
20/12/2017, 14:00:00,1373.144608,506.1098125
20/12/2017, 16:00:00,778.4681417,354.482225
20/12/2017, 18:00:00,117.4329,111.6764625
20/12/2017, 20:00:00,0,2.825204167
20/12/2017, 22:00:00,0,0
20/12/2017, 24:00:00,0,0
21/12/2017, 02:00:00,0,0
21/12/2017, 04:00:00,0,0
21/12/2017, 06:00:00,151.08625,9.545954167
21/12/2017, 08:00:00,609.5910417,101.558
21/12/2017, 10:00:00,1028.8294,234.7906458
21/12/2017, 12:00:00,1238.618158,406.4933625
21/12/2017, 14:00:00,1020.8934,458.1560167
21/12/2017, 16:00:00,490.7143833,270.8586708
21/12/2017, 18:00:00,113.43115,103.8480333
21/12/2017, 20:00:00,0,2.439383333
21/12/2017, 22:00:00,0,0
21/12/2017, 24:00:00,0,0
22/12/2017, 02:00:00,0,0
22/12/2017, 04:00:00,0,0
22/12/2017, 06:00:00,154.3209083,8.264033333
22/12/2017, 08:00:00,694.5542083,95.63378333
22/12/2017, 10:00:00,965.4073333,210.9693208
22/12/2017, 12:00:00,1128.729525,357.5687917
22/12/2017, 14:00:00,711.4910167,235.0271167
22/12/2017, 16:00:00,716.6816333,241.9843375
22/12/2017, 18:00:00,108.51475,88.26585
22/12/2017, 20:00:00,0,3.036783333
22/12/2017, 22:00:00,0,0
22/12/2017, 24:00:00,0,0
23/12/2017, 02:00:00,0,0
23/12/2017, 04:00:00,0,0
23/12/2017, 06:00:00,132.2305083,12.44583333
23/12/2017, 08:00:00,515.3517167,111.26575
23/12/2017, 10:00:00,850.95995,241.4118292
23/12/2017, 12:00:00,962.6373417,454.8703167
23/12/2017, 14:00:00,852.459575,429.0701042
23/12/2017, 16:00:00,568.1571833,365.5963542
23/12/2017, 18:00:00,91.4212,115.8956
23/12/2017, 20:00:00,0,3.385266667
23/12/2017, 22:00:00,0,0
23/12/2017, 24:00:00,0,0
24/12/2017, 02:00:00,0,0
24/12/2017, 04:00:00,0,0
24/12/2017, 06:00:00,90.24604167,8.712083333
24/12/2017, 08:00:00,500.8681917,125.5411208
24/12/2017, 10:00:00,666.2143833,313.4483125
24/12/2017, 12:00:00,1008.332467,464.4660542
24/12/2017, 14:00:00,881.2711667,477.5964083
24/12/2017, 16:00:00,530.21035,330.8600333
24/12/2017, 18:00:00,82.70544167,107.0341667
24/12/2017, 20:00:00,0,3.235916667
24/12/2017, 22:00:00,0,0
24/12/2017, 24:00:00,0,0
25/12/2017, 02:00:00,0,0
25/12/2017, 04:00:00,0,0
25/12/2017, 06:00:00,56.67959167,8.649854167
25/12/2017, 08:00:00,269.42255,114.1656292
25/12/2017, 10:00:00,472.6671833,287.8845708
25/12/2017, 12:00:00,552.562975,490.4031708
25/12/2017, 14:00:00,428.2038,500.4967417
25/12/2017, 16:00:00,269.2198167,316.2610708
25/12/2017, 18:00:00,54.48825833,99.840475
25/12/2017, 20:00:00,0,2.999445833
25/12/2017, 22:00:00,0,0
25/12/2017, 24:00:00,0,0
26/12/2017, 02:00:00,0,0
26/12/2017, 04:00:00,0,0
26/12/2017, 06:00:00,52.06578333,9.048120833
26/12/2017, 08:00:00,536.5324333,118.6834667
26/12/2017, 10:00:00,861.2839,328.6571208
26/12/2017, 12:00:00,845.5986667,553.3168583
26/12/2017, 14:00:00,474.0225333,566.7210208
26/12/2017, 16:00:00,324.1441,364.2895417
26/12/2017, 18:00:00,50.76564167,119.1315167
26/12/2017, 20:00:00,0,2.987
26/12/2017, 22:00:00,0,0
26/12/2017, 24:00:00,0,0
27/12/2017, 02:00:00,0,0
27/12/2017, 04:00:00,0,0
27/12/2017, 06:00:00,82.10699167,9.010783333
27/12/2017, 08:00:00,667.8932333,121.2473083
27/12/2017, 10:00:00,923.622625,339.77125
27/12/2017, 12:00:00,822.956325,590.3432125
27/12/2017, 14:00:00,690.680625,562.9997167
27/12/2017, 16:00:00,329.639,317.96615
27/12/2017, 18:00:00,55.14154167,108.5650042
27/12/2017, 20:00:00,0,3.534616667
27/12/2017, 22:00:00,0,0
27/12/2017, 24:00:00,0,0
28/12/2017, 02:00:00,0,0
28/12/2017, 04:00:00,0,0
28/12/2017, 06:00:00,58.75323333,8.488058333
28/12/2017, 08:00:00,641.7018583,115.6217917
28/12/2017, 10:00:00,1243.5255,334.9671583
28/12/2017, 12:00:00,1369.963692,539.0663792
28/12/2017, 14:00:00,777.8040833,516.9501333
28/12/2017, 16:00:00,313.1459333,304.8606875
28/12/2017, 18:00:00,69.508,101.5455542
28/12/2017, 20:00:00,0,3.372820833
28/12/2017, 22:00:00,0,0
28/12/2017, 24:00:00,0,0
29/12/2017, 02:00:00,0,0
29/12/2017, 04:00:00,0,0
29/12/2017, 06:00:00,83.6101,8.077345833
29/12/2017, 08:00:00,661.4114917,105.8642583
29/12/2017, 10:00:00,1281.458908,329.0056042
29/12/2017, 12:00:00,1808.333858,546.2849625
29/12/2017, 14:00:00,1093.426217,605.5022375
29/12/2017, 16:00:00,395.5064083,348.3962125
29/12/2017, 18:00:00,44.60635,105.6526792
29/12/2017, 20:00:00,0,3.708858333
29/12/2017, 22:00:00,0,0
29/12/2017, 24:00:00,0,0
30/12/2017, 02:00:00,0,0
30/12/2017, 04:00:00,0,0
30/12/2017, 06:00:00,38.61683333,6.5714
30/12/2017, 08:00:00,495.7628083,101.2095167
30/12/2017, 10:00:00,1083.580033,348.7571417
30/12/2017, 12:00:00,1443.791425,602.4281167
30/12/2017, 14:00:00,1215.634233,640.935525
30/12/2017, 16:00:00,386.1854667,378.3906708
30/12/2017, 18:00:00,36.43896667,100.6619
30/12/2017, 20:00:00,0,2.8749875
30/12/2017, 22:00:00,0,0
30/12/2017, 24:00:00,0,0
31/12/2017, 02:00:00,0,0
31/12/2017, 04:00:00,0,0
31/12/2017, 06:00:00,55.14741667,8.861433333
31/12/2017, 08:00:00,297.5657,102.7528
31/12/2017, 10:00:00,781.1894167,324.9482625
31/12/2017, 12:00:00,1191.737325,500.5216333
31/12/2017, 14:00:00,931.5305083,614.3263333
31/12/2017, 16:00:00,432.2425167,378.60225
31/12/2017, 18:00:00,43.34844167,57.32550833
31/12/2017, 20:00:00,0,3.074120833
31/12/2017, 22:00:00,0,0
31/12/2017, 24:00:00,0,0
1/01/2018, 02:00:00,0,0
1/01/2018, 04:00:00,0,0
1/01/2018, 06:00:00,28.05945,6.372266667
1/01/2018, 08:00:00,230.3813917,81.79401667
1/01/2018, 10:00:00,526.2720333,227.5222792
1/01/2018, 12:00:00,818.1064083,429.97865
1/01/2018, 14:00:00,795.7022083,550.6410042
1/01/2018, 16:00:00,258.3555083,307.0013708
1/01/2018, 18:00:00,2.452691667,16.5405125
1/01/2018, 20:00:00,0,0.14935
1/01/2018, 22:00:00,0,0
1/01/2018, 24:00:00,0,0
2/01/2018, 02:00:00,0,0
2/01/2018, 04:00:00,0,0
2/01/2018, 06:00:00,40.41036667,5.8619875
2/01/2018, 08:00:00,208.79255,79.61599583
2/01/2018, 10:00:00,523.6099667,232.463275
2/01/2018, 12:00:00,894.017775,354.6564667
2/01/2018, 14:00:00,1079.189733,513.2163833
2/01/2018, 16:00:00,601.2930333,414.9191917
2/01/2018, 18:00:00,42.658225,107.3328667
2/01/2018, 20:00:00,0,1.095233333
2/01/2018, 22:00:00,0,0
2/01/2018, 24:00:00,0,0
3/01/2018, 02:00:00,0,0
3/01/2018, 04:00:00,0,0
3/01/2018, 06:00:00,40.32019167,6.409604167
3/01/2018, 08:00:00,96.47315833,105.0428333
3/01/2018, 10:00:00,389.9168667,185.04465
3/01/2018, 12:00:00,647.999875,327.0765
3/01/2018, 14:00:00,817.5381583,564.3438667
3/01/2018, 16:00:00,468.0660167,408.9078542
3/01/2018, 18:00:00,75.12736667,138.3478833
3/01/2018, 20:00:00,0,4.2191375
3/01/2018, 22:00:00,0,0
3/01/2018, 24:00:00,0,0
4/01/2018, 02:00:00,0,0
4/01/2018, 04:00:00,0,0
4/01/2018, 06:00:00,70.03648333,8.824095833
4/01/2018, 08:00:00,303.1598667,100.8236958
4/01/2018, 10:00:00,462.7571583,243.0173417
4/01/2018, 12:00:00,602.9166917,407.2276667
4/01/2018, 14:00:00,612.781675,491.0752458
4/01/2018, 16:00:00,403.1499083,380.170425
4/01/2018, 18:00:00,45.72240833,144.6579208
4/01/2018, 20:00:00,0,4.132016667
4/01/2018, 22:00:00,0,0
4/01/2018, 24:00:00,0,0
5/01/2018, 02:00:00,0,0
5/01/2018, 04:00:00,0,0
5/01/2018, 06:00:00,66.107875,9.40905
5/01/2018, 08:00:00,339.4619833,99.34264167
5/01/2018, 10:00:00,484.1968333,264.1130292
5/01/2018, 12:00:00,606.3125083,345.9443833
5/01/2018, 14:00:00,313.1876,390.1022
5/01/2018, 16:00:00,283.9618583,175.6604917
5/01/2018, 18:00:00,98.43774167,129.7229208
5/01/2018, 20:00:00,0,4.492945833
5/01/2018, 22:00:00,0,0
5/01/2018, 24:00:00,0,0
6/01/2018, 02:00:00,0,0
6/01/2018, 04:00:00,0,0
6/01/2018, 06:00:00,79.120525,8.961
6/01/2018, 08:00:00,437.2110667,85.19172917
6/01/2018, 10:00:00,662.7962667,276.3472833
6/01/2018, 12:00:00,703.0091,420.8185167
6/01/2018, 14:00:00,807.5809083,488.4740667
6/01/2018, 16:00:00,496.9401833,353.4118833
6/01/2018, 18:00:00,98.27169167,123.3631
6/01/2018, 20:00:00,0,4.542729167
6/01/2018, 22:00:00,0,0
6/01/2018, 24:00:00,0,0
7/01/2018, 02:00:00,0,0
7/01/2018, 04:00:00,0,0
7/01/2018, 06:00:00,85.55205833,7.330595833
7/01/2018, 08:00:00,662.1404083,112.5103333
7/01/2018, 10:00:00,813.2017083,333.1500667
7/01/2018, 12:00:00,927.6432333,529.1594958
7/01/2018, 14:00:00,770.5695,543.0241542
7/01/2018, 16:00:00,501.89135,386.4057875
7/01/2018, 18:00:00,108.5459333,131.1666375
7/01/2018, 20:00:00,0,3.422604167
7/01/2018, 22:00:00,0,0
7/01/2018, 24:00:00,0,0
8/01/2018, 02:00:00,0,0
8/01/2018, 04:00:00,0,0
8/01/2018, 06:00:00,36.03645,0.423158333
8/01/2018, 08:00:00,378.4720417,9.583291667
8/01/2018, 10:00:00,634.9361917,28.0404625
8/01/2018, 12:00:00,684.5517917,78.20961667
8/01/2018, 14:00:00,489.2467583,59.34173333
8/01/2018, 16:00:00,369.739675,15.7937625
8/01/2018, 18:00:00,79.64381667,0.211579167
8/01/2018, 20:00:00,0,0
8/01/2018, 22:00:00,0,0
8/01/2018, 24:00:00,0,0
9/01/2018, 02:00:00,0,0
9/01/2018, 04:00:00,0,0
9/01/2018, 06:00:00,39.34883333,0
9/01/2018, 08:00:00,383.6825833,0.3360375
9/01/2018, 10:00:00,605.3548667,7.343041667
9/01/2018, 12:00:00,516.6924333,14.710975
9/01/2018, 14:00:00,612.2962667,14.4496125
9/01/2018, 16:00:00,182.7802167,5.102791667
9/01/2018, 18:00:00,79.64710833,2.016225
9/01/2018, 20:00:00,0,0.049783333
9/01/2018, 22:00:00,0,0
9/01/2018, 24:00:00,0,0
10/01/2018, 02:00:00,0,0
10/01/2018, 04:00:00,0,0
10/01/2018, 06:00:00,17.757425,0.1120125
10/01/2018, 08:00:00,376.7488083,2.588733333
10/01/2018, 10:00:00,666.1266833,23.01234583
10/01/2018, 12:00:00,713.6461833,36.86455833
10/01/2018, 14:00:00,518.6710583,36.37917083
10/01/2018, 16:00:00,295.775225,23.27370833
10/01/2018, 18:00:00,61.47830833,7.01945
10/01/2018, 20:00:00,0,0.224025
10/01/2018, 22:00:00,0,0
10/01/2018, 24:00:00,0,0
11/01/2018, 02:00:00,0,0
11/01/2018, 04:00:00,0,0
11/01/2018, 06:00:00,19.63255,0.535170833
11/01/2018, 08:00:00,318.8338167,10.84032083
11/01/2018, 10:00:00,735.4420417,36.22982083
11/01/2018, 12:00:00,953.023425,91.80046667
11/01/2018, 14:00:00,693.1762833,112.5227792
11/01/2018, 16:00:00,370.831025,68.72589167
11/01/2018, 18:00:00,59.40923333,24.2320375
11/01/2018, 20:00:00,0,0.734304167
11/01/2018, 22:00:00,0,0
11/01/2018, 24:00:00,0,0
12/01/2018, 02:00:00,0,0
12/01/2018, 04:00:00,0,0
12/01/2018, 06:00:00,27.83800833,2.178020833
12/01/2018, 08:00:00,286.890575,52.4591875
12/01/2018, 10:00:00,522.5611917,158.983075
12/01/2018, 12:00:00,892.6480083,299.3347375
12/01/2018, 14:00:00,731.1133417,373.7110375
12/01/2018, 16:00:00,65.78436667,308.2832917
12/01/2018, 18:00:00,38.37906667,101.3713125
12/01/2018, 20:00:00,0,3.385266667
12/01/2018, 22:00:00,0,0
12/01/2018, 24:00:00,0,0
13/01/2018, 02:00:00,0,0
13/01/2018, 04:00:00,0,0
13/01/2018, 06:00:00,21.36195833,3.808425
13/01/2018, 08:00:00,207.0804167,71.07815417
13/01/2018, 10:00:00,542.391275,235.5622875
13/01/2018, 12:00:00,866.1895,410.1275458
13/01/2018, 14:00:00,785.7665417,461.5039458
13/01/2018, 16:00:00,319.4116583,302.0977125
13/01/2018, 18:00:00,37.93261667,91.8875875
13/01/2018, 20:00:00,0,2.215358333
13/01/2018, 22:00:00,0,0
13/01/2018, 24:00:00,0,0
14/01/2018, 02:00:00,0,0
14/01/2018, 04:00:00,0,0
14/01/2018, 06:00:00,3.629725,0.7840875
14/01/2018, 08:00:00,111.024525,34.45006667
14/01/2018, 10:00:00,468.59425,124.035175
14/01/2018, 12:00:00,812.748675,377.7683792
14/01/2018, 14:00:00,786.3069917,627.0210833
14/01/2018, 16:00:00,366.0323917,394.9062917
14/01/2018, 18:00:00,38.80333333,114.4518833
14/01/2018, 20:00:00,0,2.787866667
14/01/2018, 22:00:00,0,0
14/01/2018, 24:00:00,0,0
15/01/2018, 02:00:00,0,0
15/01/2018, 04:00:00,0,0
15/01/2018, 06:00:00,6.448425,0.696966667
15/01/2018, 08:00:00,51.88870833,21.96689583
15/01/2018, 10:00:00,482.4506833,113.132625
15/01/2018, 12:00:00,1088.917108,244.7224208
15/01/2018, 14:00:00,1170.675017,383.6303667
15/01/2018, 16:00:00,678.956525,212.7615208
15/01/2018, 18:00:00,92.28446667,106.8101417
15/01/2018, 20:00:00,0,3.708858333
15/01/2018, 22:00:00,0,0
15/01/2018, 24:00:00,0,0
16/01/2018, 02:00:00,0,0
16/01/2018, 04:00:00,0,0
16/01/2018, 06:00:00,44.039525,4.679633333
16/01/2018, 08:00:00,380.5387,79.32974167
16/01/2018, 10:00:00,829.1006083,245.307375
16/01/2018, 12:00:00,1215.282908,430.2400125
16/01/2018, 14:00:00,1174.619858,353.5238958
16/01/2018, 16:00:00,685.5767333,341.8745958
16/01/2018, 18:00:00,77.379525,129.113075
16/01/2018, 20:00:00,0,3.422604167
16/01/2018, 22:00:00,0,0
16/01/2018, 24:00:00,0,0
17/01/2018, 02:00:00,0,0
17/01/2018, 04:00:00,0,0
17/01/2018, 06:00:00,51.83975833,6.334929167
17/01/2018, 08:00:00,366.9005417,106.3620917
17/01/2018, 10:00:00,455.0917917,281.6616542
17/01/2018, 12:00:00,488.7009,315.501875
17/01/2018, 14:00:00,765.7641833,286.30395
17/01/2018, 16:00:00,394.5295417,215.1511208
17/01/2018, 18:00:00,72.10599167,91.82535833
17/01/2018, 20:00:00,0,2.700745833
17/01/2018, 22:00:00,0,0
17/01/2018, 24:00:00,0,0
18/01/2018, 02:00:00,0,0
18/01/2018, 04:00:00,0,0
18/01/2018, 06:00:00,40.63280833,4.804091667
18/01/2018, 08:00:00,446.5575583,96.60455833
18/01/2018, 10:00:00,684.6049,271.8792292
18/01/2018, 12:00:00,1022.435908,483.371275
18/01/2018, 14:00:00,1045.714525,525.189275
18/01/2018, 16:00:00,682.3783083,405.6470458
18/01/2018, 18:00:00,65.356825,135.0248458
18/01/2018, 20:00:00,0,3.646629167
18/01/2018, 22:00:00,0,0
18/01/2018, 24:00:00,0,0
19/01/2018, 02:00:00,0,0
19/01/2018, 04:00:00,0,0
19/01/2018, 06:00:00,56.01856667,6.521616667
19/01/2018, 08:00:00,294.989225,77.41308333
19/01/2018, 10:00:00,661.19395,238.0887917
19/01/2018, 12:00:00,776.58225,385.8706167
19/01/2018, 14:00:00,876.183225,535.2206167
19/01/2018, 16:00:00,491.9766083,399.4241292
19/01/2018, 18:00:00,122.065325,119.9778333
19/01/2018, 20:00:00,0,4.6671875
19/01/2018, 22:00:00,0,0
19/01/2018, 24:00:00,0,0
20/01/2018, 02:00:00,0,0
20/01/2018, 04:00:00,0,0
20/01/2018, 06:00:00,22.90859167,3.3977125
20/01/2018, 08:00:00,312.6311917,90.45631667
20/01/2018, 10:00:00,475.1792,267.78455
20/01/2018, 12:00:00,676.7196417,445.21235
20/01/2018, 14:00:00,589.6015833,533.6648875
20/01/2018, 16:00:00,271.5204,348.5953458
20/01/2018, 18:00:00,57.95768333,108.4156542
20/01/2018, 20:00:00,0,3.8831
20/01/2018, 22:00:00,0,0
20/01/2018, 24:00:00,0,0
21/01/2018, 02:00:00,0,0
21/01/2018, 04:00:00,0,0
21/01/2018, 06:00:00,10.30216667,2.2775875
21/01/2018, 08:00:00,227.9314833,91.22795833
21/01/2018, 10:00:00,260.6756,203.9498708
21/01/2018, 12:00:00,417.6967333,390.8738417
21/01/2018, 14:00:00,317.107275,405.1492125
21/01/2018, 16:00:00,246.9244833,300.1686083
21/01/2018, 18:00:00,61.86095,126.8977167
21/01/2018, 20:00:00,0,4.716970833
21/01/2018, 22:00:00,0,0
21/01/2018, 24:00:00,0,0
22/01/2018, 02:00:00,0,0
22/01/2018, 04:00:00,0,0
22/01/2018, 06:00:00,26.68259167,3.6217375
22/01/2018, 08:00:00,305.15735,100.7241292
22/01/2018, 10:00:00,766.2258917,303.0187042
22/01/2018, 12:00:00,424.0707417,316.0868292
22/01/2018, 14:00:00,517.289325,322.7951333
22/01/2018, 16:00:00,311.9757833,164.4094583
22/01/2018, 18:00:00,40.75790833,55.02302917
22/01/2018, 20:00:00,0,3.148795833
22/01/2018, 22:00:00,0,0
22/01/2018, 24:00:00,0,0
23/01/2018, 02:00:00,0,0
23/01/2018, 04:00:00,0,0
23/01/2018, 06:00:00,32.28835833,4.804091667
23/01/2018, 08:00:00,399.2591417,104.7441333
23/01/2018, 10:00:00,579.677875,315.3276333
23/01/2018, 12:00:00,645.739925,504.2056
23/01/2018, 14:00:00,569.3281417,535.6562208
23/01/2018, 16:00:00,334.3850417,409.293675
23/01/2018, 18:00:00,67.87720833,139.3933333
23/01/2018, 20:00:00,0,4.791645833
23/01/2018, 22:00:00,0,0
23/01/2018, 24:00:00,0,0
24/01/2018, 02:00:00,0,0
24/01/2018, 04:00:00,0,0
24/01/2018, 06:00:00,21.619325,4.2938125
24/01/2018, 08:00:00,284.534125,94.99904583
24/01/2018, 10:00:00,159.2254,252.7002
24/01/2018, 12:00:00,536.377475,475.6299667
24/01/2018, 14:00:00,413.3283583,500.0238
24/01/2018, 16:00:00,251.611625,314.7053417
24/01/2018, 18:00:00,37.83900833,80.58677083
24/01/2018, 20:00:00,0,3.970220833
24/01/2018, 22:00:00,0,0
24/01/2018, 24:00:00,0,0
25/01/2018, 02:00:00,0,0
25/01/2018, 04:00:00,0,0
25/01/2018, 06:00:00,29.79586667,3.223470833
25/01/2018, 08:00:00,341.56575,72.5841
25/01/2018, 10:00:00,661.4673583,261.51185
25/01/2018, 12:00:00,837.2837,484.4540625
25/01/2018, 14:00:00,736.5642167,470.3155958
25/01/2018, 16:00:00,401.3459833,281.5620875
25/01/2018, 18:00:00,78.24535,85.21662083
25/01/2018, 20:00:00,0,2.2775875
25/01/2018, 22:00:00,0,0
25/01/2018, 24:00:00,0,0
26/01/2018, 02:00:00,0,0
26/01/2018, 04:00:00,0,0
26/01/2018, 06:00:00,22.222225,3.086566667
26/01/2018, 08:00:00,327.988275,65.14149167
26/01/2018, 10:00:00,681.5369417,234.6661875
26/01/2018, 12:00:00,802.79735,490.8636667
26/01/2018, 14:00:00,756.23055,505.9604625
26/01/2018, 16:00:00,367.2097167,305.0349292
26/01/2018, 18:00:00,56.90085833,83.23773333
26/01/2018, 20:00:00,0,2.850095833
26/01/2018, 22:00:00,0,0
26/01/2018, 24:00:00,0,0
27/01/2018, 02:00:00,0,0
27/01/2018, 04:00:00,0,0
27/01/2018, 06:00:00,40.83205833,3.1736875
27/01/2018, 08:00:00,201.2375083,54.35095417
27/01/2018, 10:00:00,1405.282742,229.8123125
27/01/2018, 12:00:00,1734.488867,450.2778042
27/01/2018, 14:00:00,1048.587142,532.6692208
27/01/2018, 16:00:00,504.9624417,371.9686208
27/01/2018, 18:00:00,73.49844167,108.4903292
27/01/2018, 20:00:00,0,2.850095833
27/01/2018, 22:00:00,0,0
27/01/2018, 24:00:00,0,0
28/01/2018, 02:00:00,0,0
28/01/2018, 04:00:00,0,0
28/01/2018, 06:00:00,30.69650833,2.962108333
28/01/2018, 08:00:00,463.5143917,72.9948125
28/01/2018, 10:00:00,1330.690883,214.8150833
28/01/2018, 12:00:00,1470.887733,429.8915292
28/01/2018, 14:00:00,1426.785858,519.8500125
28/01/2018, 16:00:00,580.8557833,375.2169833
28/01/2018, 18:00:00,71.95210833,110.3945417
28/01/2018, 20:00:00,0,2.339816667
28/01/2018, 22:00:00,0,0
28/01/2018, 24:00:00,0,0
29/01/2018, 02:00:00,0,0
29/01/2018, 04:00:00,0,0
29/01/2018, 06:00:00,27.18515833,2.825204167
29/01/2018, 08:00:00,240.5584667,69.4104125
29/01/2018, 10:00:00,720.4675917,163.2271042
29/01/2018, 12:00:00,1808.667558,315.4023083
29/01/2018, 14:00:00,1705.9549,427.2405667
29/01/2018, 16:00:00,801.0891417,341.2149667
29/01/2018, 18:00:00,81.25501667,112.1991875
29/01/2018, 20:00:00,0,3.4723875
29/01/2018, 22:00:00,0,0
29/01/2018, 24:00:00,0,0
30/01/2018, 02:00:00,0,0
30/01/2018, 04:00:00,0,0
30/01/2018, 06:00:00,33.96566667,3.410158333
30/01/2018, 08:00:00,478.5991,83.5986625
30/01/2018, 10:00:00,604.457575,222.2576917
30/01/2018, 12:00:00,866.9286917,172.1507667
30/01/2018, 14:00:00,1044.613333,357.0709583
30/01/2018, 16:00:00,918.0053167,440.3086917
30/01/2018, 18:00:00,120.1337917,129.3619917
30/01/2018, 20:00:00,0,4.281366667
30/01/2018, 22:00:00,0,0
30/01/2018, 24:00:00,0,0
31/01/2018, 02:00:00,0,0
31/01/2018, 04:00:00,0,0
31/01/2018, 06:00:00,20.36428333,2.638516667
31/01/2018, 08:00:00,378.0863917,73.19394583
31/01/2018, 10:00:00,647.5638667,260.8148833
31/01/2018, 12:00:00,991.5813667,480.981675
31/01/2018, 14:00:00,1355.506067,590.0569583
31/01/2018, 16:00:00,783.816475,444.3660333
31/01/2018, 18:00:00,99.1228,135.46045
31/01/2018, 20:00:00,0,3.211025
31/01/2018, 22:00:00,0,0
31/01/2018, 24:00:00,0,0
1/02/2018, 02:00:00,0,0
1/02/2018, 04:00:00,0,0
1/02/2018, 06:00:00,34.57901667,3.347929167
1/02/2018, 08:00:00,406.3204833,78.49587083
1/02/2018, 10:00:00,840.0074667,218.5488333
1/02/2018, 12:00:00,1303.913333,451.7588583
1/02/2018, 14:00:00,1472.8248,475.97845
1/02/2018, 16:00:00,851.040325,407.1032083
1/02/2018, 18:00:00,68.89065,123.1515208
1/02/2018, 20:00:00,0,2.7256375
1/02/2018, 22:00:00,0,0
1/02/2018, 24:00:00,0,0
2/02/2018, 02:00:00,0,0
2/02/2018, 04:00:00,0,0
2/02/2018, 06:00:00,30.615775,2.489166667
2/02/2018, 08:00:00,467.362525,78.79457083
2/02/2018, 10:00:00,323.8991583,149.0886375
2/02/2018, 12:00:00,199.685025,133.96695
2/02/2018, 14:00:00,551.0616333,104.2089625
2/02/2018, 16:00:00,322.1308083,129.5860167
2/02/2018, 18:00:00,21.103025,25.10324583
2/02/2018, 20:00:00,0,0.659629167
2/02/2018, 22:00:00,0,0
2/02/2018, 24:00:00,0,0
3/02/2018, 02:00:00,0,0
3/02/2018, 04:00:00,0,0
3/02/2018, 06:00:00,19.71214167,1.107679167
3/02/2018, 08:00:00,136.4568333,25.86244167
3/02/2018, 10:00:00,327.697225,112.3609833
3/02/2018, 12:00:00,360.8063333,139.119525
3/02/2018, 14:00:00,349.3552083,98.58344583
3/02/2018, 16:00:00,186.76,48.2773875
3/02/2018, 18:00:00,50.92165833,4.4805
3/02/2018, 20:00:00,0,0
3/02/2018, 22:00:00,0,0
3/02/2018, 24:00:00,0,0
4/02/2018, 02:00:00,0,0
4/02/2018, 04:00:00,0,0
4/02/2018, 06:00:00,4.317225,0.4107125
4/02/2018, 08:00:00,126.27305,26.70875833
4/02/2018, 10:00:00,185.4945167,84.9428125
4/02/2018, 12:00:00,90.46919167,116.8788208
4/02/2018, 14:00:00,121.5697833,59.83956667
4/02/2018, 16:00:00,121.44925,43.43595833
4/02/2018, 18:00:00,26.81986667,24.89166667
4/02/2018, 20:00:00,0,0.808979167
4/02/2018, 22:00:00,0,0
4/02/2018, 24:00:00,0,0
5/02/2018, 02:00:00,0,0
5/02/2018, 04:00:00,0,0
5/02/2018, 06:00:00,13.99988333,1.04545
5/02/2018, 08:00:00,611.5654083,61.308175
5/02/2018, 10:00:00,927.1318667,219.1213417
5/02/2018, 12:00:00,732.7724583,425.7346208
5/02/2018, 14:00:00,696.1347583,408.8705167
5/02/2018, 16:00:00,639.923075,292.1783833
5/02/2018, 18:00:00,115.098725,118.6710208
5/02/2018, 20:00:00,0,3.049229167
5/02/2018, 22:00:00,0,0
5/02/2018, 24:00:00,0,0
6/02/2018, 02:00:00,0,0
6/02/2018, 04:00:00,0,0
6/02/2018, 06:00:00,47.26875,2.887433333
6/02/2018, 08:00:00,354.8957333,66.59765417
6/02/2018, 10:00:00,857.8018833,264.9220083
6/02/2018, 12:00:00,888.7095083,453.799975
6/02/2018, 14:00:00,302.3773333,433.9488708
6/02/2018, 16:00:00,453.3977083,304.6242167
6/02/2018, 18:00:00,77.36950833,63.5110875
6/02/2018, 20:00:00,0,3.484833333
6/02/2018, 22:00:00,0,0
6/02/2018, 24:00:00,0,0
7/02/2018, 02:00:00,0,0
7/02/2018, 04:00:00,0,0
7/02/2018, 06:00:00,37.25959167,2.8749875
7/02/2018, 08:00:00,539.4231917,94.55099583
7/02/2018, 10:00:00,1220.094633,314.3319667
7/02/2018, 12:00:00,1370.138683,539.6388875
7/02/2018, 14:00:00,592.483475,451.1987958
7/02/2018, 16:00:00,612.474275,396.3500083
7/02/2018, 18:00:00,136.1287583,121.6829125
7/02/2018, 20:00:00,0,3.0243375
7/02/2018, 22:00:00,0,0
7/02/2018, 24:00:00,0,0
8/02/2018, 02:00:00,0,0
8/02/2018, 04:00:00,0,0
8/02/2018, 06:00:00,20.21670833,1.94155
8/02/2018, 08:00:00,562.2882167,86.08782917
8/02/2018, 10:00:00,1425.157225,276.5713083
8/02/2018, 12:00:00,1707.498858,472.8047625
8/02/2018, 14:00:00,677.938725,441.6901792
8/02/2018, 16:00:00,729.5057583,382.5849167
8/02/2018, 18:00:00,112.1457583,113.2944208
8/02/2018, 20:00:00,0,2.6883
8/02/2018, 22:00:00,0,0
8/02/2018, 24:00:00,0,0
9/02/2018, 02:00:00,0,0
9/02/2018, 04:00:00,0,0
9/02/2018, 06:00:00,23.7929,2.0535625
9/02/2018, 08:00:00,529.5475583,69.02459167
9/02/2018, 10:00:00,1551.081017,261.1758125
9/02/2018, 12:00:00,1802.6235,493.4026167
9/02/2018, 14:00:00,1392.444217,605.0292958
9/02/2018, 16:00:00,670.2607083,413.6123792
9/02/2018, 18:00:00,90.09773333,129.9842833
